Feat,Description,Book,Str,Con,Dex,Int,Wis,Cha,Level,Race,Race2,Class,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Initiative,Speed,Surge Value,AC,Fortitude,Reflex,Will
Steel Vanguard Soldier,Assoc. power can crit on 19-20,MP2,,,,,,,,,,Fighter,,,,,,,,,,,,,,,,,,,,,,,,
Steel Vanguard Captain,Assoc. power can crit on 19-20,MP2,,,,,,,,,,Warlord,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Boon,Can gain pact boon when cursed enemy bloodied,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Curse,Reroll any curse die that shows 1,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Curse of Displacement,"On crit of curse target, teleport target 3",DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Cursed Shot,Ignore adj. allies and conditioned allies when determining curse target,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Exultant Shadow Step,"On crit of curse target, you can teleport 4",DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Killing Curse,Curse dice increase to d8,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Primed Curse,Prime Shot bonus increases to +2 if cursed,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Prolonged Curse,"When you hit and apply ongoing, increase ongoing by 1 per curse die",DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Warlock's Sight,Don't take -2 for cover/concealment if target cursed,DRMZ,,,,,,,,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Curse of the Blind Stars,Can forego curse damage to cause blindness,DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Fey Revel Glamour,"Curse damage on daily: slowed, if already slowing, immobilized",DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Hell's Chosen,Can deal fire damage w/ Curse & Eldritch Blast,DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Hellfire Hex,Curse damage on daily: ongoing 5 fire,DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Protective Hex,On hit of cursed enemy: -2 to close and melee attacks,DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Sibling to the Stars,Can deal radiant damage w/ Curse & Eldritch Blast,DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Veil of Waking Dreams,"Curse damage on daily: dazed, if already dazing, ongoing 5 psychic",DRMZ,,,,,,,11,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Critical Curse,Can apply curse damage on crit even if target not cursed,DRMZ,,,,,,,21,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Contagious Curse,"On drop, curse all adjacent targets",DRMZ,,,,,,,21,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Cursed Spells,Extra 0 curse damage,DRMZ,,,,,,,21,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Inevitable Doom,"On miss w/ no damage, increase next damage by d6 (cumulative)",DRMZ,,,,,,,21,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Mind-Numbing Curse,"On psychic enc. Or daily hit, forego curse damage to daze",DRMZ,,,,,,,21,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,
Bestial Mobility,"Can adjust push, pull, slide by 2 if adj. to beast and stand as minor",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beast Rider,Can ride beast if at least medium size,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fey Senses,"+2 Perception, +2 to saves against charm",DRMZ,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Fey-Minded,"Can use Nature instead of Arcana for fey knowledge checks, speak/write Elven",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Reach,"When raging and wielding two-handed reach weapon, brutal 1",DRMZ,,,,,,,,,,Barbarian,,,,,,,,,,,,,,,,,,,,,,,,
Raging Reach,"When wielding two-handed reach, 0 extra damage w/ Rage Strike from 2 away",DRMZ,,,,,,,,,,Barbarian,,,,,,,,,,,,,,,,,,,,,,,,
Ruthless Rampage,"On Rampage attack and two-handed reach weapon, +2 damage if 2 away",DRMZ,,,,,,,,,,Barbarian,,,,,,,,,,,,,,,,,,,,,,,,
Godsworn Alacrity,"+2 Religion, on crit +2 Speed",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Assault,"+2 Religion, on crit one ally gains +1 to attack rolls",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Avalanche,"+2 Religion, on crit can push target 0",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Bulwark,"+2 Religion, on crit +2 all defenses",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Defender,"+2 Religion, on crit +2 all defenses",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Fatalist,"+2 Religion, on crit target takes extra 0 cold or necrotic",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Mentalist,"+2 Religion, on crit target takes extra 0 psychic",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Mystic,"+2 Religion, on crit gain concealment",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Radiant,"+2 Religion, on crit target takes extra 0 radiant",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Sidestep,"+2 Religion, on crit can teleport 5 adjacent to Oath target",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Godsworn Tidedancer,"+2 Religion, on crit can shift 0",DRMZ,,,,,,,,,,Avenger,,,,,,,,,,,,,,0,,,,,,,,,,
Armored Warrenguard,"Ignore chain/scale speed penalty, +1 AC against Large or larger",DRMZ,,,,,,,,Gnome,,,,,,,,,,,,,,,,,,,,,,,,,,
Distracting Challenge,"When target takes Divine Challenge damage, it grants CA",DRMZ,,,,,,,,Gnome,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Enshrouding Touch,Each ally targeted by Lay on Hands or Virtue's Touch gains concealment,DRMZ,,,,,,,,Gnome,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Chilling Presence,"When using Winter's Shroud, can deal 5 cold damage",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Walk,Ignore difficult terrain that is ice or snow,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swirling Snow,Your square and adjacent squares are lightly obscured when you use Winter's Shroud,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winterkin Heritage,Gain Winter's Shroud and resist 5 cold,DRMZ,,,,,,,,Eladrin,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter's Reach,Increase Winter's Shroud teleport distance by 0,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter's Heart,"When not bloodied, any enemy hitting you w/ melee is slowed",DRMZ,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow of the Wild,"If hidden outdoors and you make an attack, can hide on Stealth w/ -5 penalty",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilderness Wariness,"+2 Perception, if outdoors and have cover/conc. When rolling init, can hide on Stealth",DRMZ,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Forest Walk,"Ignore difficult terrain that is the result of plants, underbrush, natural growth, trees",DRMZ,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accursed Challenge,"When marked creature does not include you, -2 to saves",DRMZ,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Avandra's Boon,"When you roll nat 1 on attack or save, +2 to next",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avandra's Covenant,"When using divine enc. Or daily, can allow ally w/in 10 to make save instead of covenant manif.",DRMZ,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Bountiful Fortune,"When using Divine Fortune, you and each adj. ally gains 0 temp HP",DRMZ,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Confounding Luck,"On miss w/ Second Chance, enemy takes -2 to attack rolls",DRMZ,,,,,,,,Halfling,,,,,,,,,,,,,,,,,,,,,,,,,,
Guileful Shift,"When Oath target misses you, can shift 1 closer or adjacent",DRMZ,,,,,,,,Halfling,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Halfling's Strength,Increase bonus from Divine Strength to 4,DRMZ,,,,,,,,Halfling,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Retribution,"On enemy miss, you gain CA w/ Invoker attack powers",DRMZ,,,,,,,,Halfling,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Vengeance's Reward,"When you drop Oath target, you and each ally adj. to target gain +2 to saves",DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Agile Recovery,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Dodge Step,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Graceful Maneuver,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Perfect Balance,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Tumbling Dodge,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Drop and Roll,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Rapid Escape,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Reflexive Dodge,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Arcane Senses,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Arcane Mutterings,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Experienced Arcana,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Insightful Warning,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Elemental Countermeasures,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Bounding Leap,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Scrambling Climb,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Mighty Sprint,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Sudden Leap,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Incredible Stride,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Battle Feint,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - False Bravado,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Confusing Blather,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Dirty Tricks,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Fast Talk,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Improvisation Arcana,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Stall Tactics,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Soothing Words,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Haggle,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Stirring Speech,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Befriend,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Cry for Mercy,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Noble Sacrifice,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Indomitable Ally,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Deep Shadows,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Otherworldly Lore,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Eyes of the Deep Delver,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Stonecunning,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Trap Sense,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Endure Pain,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Invigorating Presence,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Third Wind,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Walk It Off,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Reactive Surge,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Diehard,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Healer's Gift,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Delay Poison,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Physician's Care,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Swift Recovery,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Time Out,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Miraculous Treatment,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Legend Lore,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Perfect Recall,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Strategist's Epiphany,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Historical Revelation,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Tactician's Measure,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Anticipate Maneuver,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Empathic Read,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Insightful Counter,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Prescient Maneuver,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Insightful Comment,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Prescient Defense,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Insightful Riposte,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Ominous Threat,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Demoralize Foe,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Everybody Move,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Try the Stick,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Snap Out of It,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Mounted Coordination,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Nature Sense,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Path of the Bounding Stag,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Practiced Rider,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Spot the Path,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Far Sight,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Guided Shot,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Trapfinding,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Warning of Peril,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Focused Sight,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Perfect Sight,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Spot Weakness,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Uncanny Instincts,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Faith Healing,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Censure the Unholy,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Theologian's Shield,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Conviction,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Recitation,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Obscured Avoidance,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Concealed Shift,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Shrouding Gloom,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Crowd Cover,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Persistent Tail,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Deepening Gloom,Gain skill power,PHB3,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - City Rat,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Nose for Trouble,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - City Dweller,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Slow Pursuit,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Navigate Crowds,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Fast Hands,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Lock Tap,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Quick Palm,Gain skill power,PHB3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Hasty Retreat,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Quick Switch,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Stolen Defense,Gain skill power,PHB3,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skill Power - Disruptive Stunt,Gain skill power,PHB3,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alhahn's Mindful Relocation,Can shift speed instead of 3 for Shifting Fortunes,PHB3,,,,,,,,Githzerai,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Hardened,"+5 to saves against fear, +2 Initiative",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Battle Caster Defense,+4 AC against provoked opp. attacks from area or ranged,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Shield,"When wielding heavy shield and push or slide w/ melee, can move 1 extra",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beguiling Enchantment,"When hitting enemy w/ charm power, enemy takes -2 to attack rolls on you",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Elusion,"When you are bloodied, can shift 1 for free",PHB3,,,,,,,,,,Seeker,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Ferocity,"First time bloodied, can make free melee basic, but grant CA",PHB3,,,,,,,,Minotaur,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolstering Mantle,"When you spend surge, ally w/in 5 gains 5 temp HP or makes save",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Ferocity,+2 to attack and damage rolls of Ferocity melee basic,PHB3,,,,,,,,Minotaur,,,,,,,,,,,,,,,,,,,,,,,,,,
Burden of Guardianship,"When you use Wilden racial power & ally w/in 2, gain 0 temp HP",PHB3,,,,,,,,Wilden,,,,,,,,,,,,,,,,,,,,,,,,,,
Burden of Rejuvenation,"When you use Wilden racial power, can spend surge to allow ally to regain HP",PHB3,,,,,,,,Wilden,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascading Rush,"On bull rush, can push another adj. enemy 1",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarified Instincts,Bonus to checks granted by Mantle of Clarity is 0,PHB3,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Cleanse the Madness,+2 to damage rolls against aberrant creatures,PHB3,,,,,,,,Shardmind,Wilden,,,,,,,,,,,,,,,,,,,,,,,,,
Combat Intuition,"When you miss w/ a melee, +2 to opp. attacks on that enemy",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Controlling Advantage,"When you force move target granting CA, can increased distance 1",PHB3,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Crashing Tempest Style,+2 damage to Flurry of Blows damage when wielding a club,PHB3,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Dakshai's Body-Mind Union,"When subject to effect save can end, expend Iron Mind to roll save w/ +5",PHB3,,,,,,,,Githzerai,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Draw,"When you pull or slide enemy adj. to you, gain CA",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deceptive Mind,+2 to all defenses when Battle Resilience is in effect,PHB3,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Directed Bull Rush,Can slide target w/ bull rush instead of pushing,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discipline Adept,Can use each power granted by Discipline Focus twice per encounter,PHB3,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Elated Emotions,Bonus to checks granted by Mantle of Elation is 0,PHB3,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Power,"When using Send Thoughts on ally w/ power points, can lose 1 PP to have ally regain 1",PHB3,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Focused Mind,+4 to saves against daze and stun,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goring Shove,"When you hit w/ Goring Charge, can push target 1",PHB3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grounding Shot,Ranged attacks ignore penalty to attacking prone and deal 2 extra damage,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hafted Defense,"While wielding a polearm or staff in two hands, +1 AC/Reflex",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammering Iron,"On hit w/ opp. hammer attack, can also push 1",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headsman's Chop,"On hit on prone target w/ axe or heavy blade, 5 extra damage",PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartening Surge,Increase Ardent Surge bonus by 1,PHB3,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Impending Victory,+1 to all at-will attack rolls against bloodied creatures,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improved Aspect of Nature,Bonuses to Nature's Aspect powers,PHB3,,,,,,,,Wilden,,,,,,,,,,,,,,,,,,,,,,,,,,
Improved Inevitable Shot,Inevitable Shot attack ignores cover and concealment,PHB3,,,,,,,,,,Seeker,,,,,,,,,,,,,,,,,,,,,,,,
Improved Monk Unarmed Strike,Damage die of Monk Unarmed strike becomes d10,PHB3,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Improved Speed of Thought,Can move 2 add'l squares using Speed of Thought,PHB3,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Inescapable Shot,Can make Inevitable Shot w/in 10 of missed creature,PHB3,,,,,,,,,,Seeker,,,,,,,,,,,,,,,,,,,,,,,,
Iron Resolve of Zerthadlun,+2 to saves when you have at least 1 power point,PHB3,,,,,,,,Githzerai,,,,,,,,,,,,,,,,,,,,,,,,,,
